,elections,happy,location_0,location_1,location_2,location_3,location_total,seg_agents,total_0,total_1,total_2,total_3,run,cnt
96,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",507,"[10, 6, 72, 4, 3, 0, 8, 90, 85]","[24, 16, 8, 19, 12, 118, 10, 8, 6]","[22, 28, 7, 33, 17, 1, 9, 1, 2]","[13, 26, 9, 5, 54, 1, 34, 3, 5]","[69, 76, 96, 61, 86, 120, 61, 102, 98]",332,278,221,120,150,18,UK
97,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",503,"[6, 8, 74, 3, 3, 0, 9, 89, 86]","[19, 20, 11, 19, 7, 118, 12, 6, 9]","[29, 22, 9, 27, 13, 0, 14, 1, 5]","[11, 27, 4, 9, 60, 1, 32, 3, 3]","[65, 77, 98, 58, 83, 119, 67, 99, 103]",339,278,221,120,150,18,UK
98,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",510,"[5, 2, 73, 7, 7, 0, 8, 91, 85]","[20, 10, 10, 21, 14, 117, 18, 5, 6]","[24, 27, 7, 28, 11, 1, 14, 3, 5]","[8, 27, 4, 13, 58, 0, 36, 1, 3]","[57, 66, 94, 69, 90, 118, 76, 100, 99]",346,278,221,120,150,18,UK
99,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",507,"[6, 6, 75, 4, 3, 0, 7, 90, 87]","[19, 20, 11, 16, 9, 117, 15, 7, 7]","[27, 28, 4, 30, 12, 1, 11, 3, 4]","[11, 28, 4, 8, 58, 0, 36, 3, 2]","[63, 82, 94, 58, 82, 118, 69, 103, 100]",362,278,221,120,150,18,UK
0,"[1, 2, 0, 1, 0, 1, 2, 1, 2]",34,"[26, 21, 35, 31, 33, 21, 28, 30, 29]","[29, 27, 27, 32, 23, 34, 22, 36, 25]","[17, 15, 9, 11, 13, 13, 14, 8, 12]","[11, 13, 15, 15, 16, 11, 17, 13, 19]","[83, 76, 86, 89, 85, 79, 81, 87, 85]",6,254,255,112,130,19,UK
1,"[0, 2, 0, 2, 0, 1, 0, 2, 0]",47,"[32, 25, 35, 27, 28, 24, 26, 29, 28]","[27, 33, 21, 31, 28, 40, 22, 28, 25]","[12, 16, 14, 17, 7, 10, 10, 17, 9]","[10, 18, 12, 14, 17, 14, 12, 17, 16]","[81, 92, 82, 89, 80, 88, 70, 91, 78]",5,254,255,112,130,19,UK
2,"[0, 1, 0, 1, 0, 1, 2, 2, 2]",54,"[41, 20, 33, 29, 36, 22, 27, 20, 26]","[29, 34, 26, 34, 23, 36, 23, 22, 28]","[7, 7, 6, 16, 13, 11, 18, 16, 18]","[11, 14, 16, 12, 13, 18, 16, 17, 13]","[88, 75, 81, 91, 85, 87, 84, 75, 85]",7,254,255,112,130,19,UK
3,"[0, 1, 0, 1, 0, 1, 2, 1, 0]",89,"[36, 19, 41, 18, 35, 29, 24, 22, 30]","[24, 34, 21, 33, 23, 32, 27, 35, 26]","[16, 14, 9, 16, 8, 12, 12, 10, 15]","[12, 17, 11, 9, 19, 19, 17, 14, 12]","[88, 84, 82, 76, 85, 92, 80, 81, 83]",11,254,255,112,130,19,UK
4,"[0, 1, 0, 2, 0, 1, 2, 1, 2]",96,"[36, 26, 40, 27, 33, 18, 22, 23, 29]","[22, 34, 22, 27, 28, 42, 22, 34, 24]","[8, 5, 10, 17, 14, 15, 18, 9, 16]","[19, 16, 14, 12, 11, 12, 16, 14, 16]","[85, 81, 86, 83, 86, 87, 78, 80, 85]",15,254,255,112,130,19,UK
5,"[0, 1, 0, 1, 0, 2, 2, 1, 2]",104,"[39, 16, 43, 30, 39, 23, 21, 21, 22]","[28, 43, 18, 34, 21, 23, 31, 34, 23]","[14, 10, 8, 11, 13, 15, 13, 15, 13]","[8, 19, 14, 14, 15, 15, 18, 6, 21]","[89, 88, 83, 89, 88, 76, 83, 76, 79]",20,254,255,112,130,19,UK
6,"[0, 1, 0, 1, 0, 2, 2, 1, 2]",140,"[53, 20, 47, 15, 46, 16, 15, 25, 17]","[17, 42, 20, 38, 26, 25, 25, 36, 26]","[11, 10, 11, 9, 9, 15, 16, 14, 17]","[13, 21, 9, 13, 9, 13, 18, 11, 23]","[94, 93, 87, 75, 90, 69, 74, 86, 83]",24,254,255,112,130,19,UK
7,"[0, 1, 0, 1, 0, 2, 2, 1, 2]",159,"[50, 18, 50, 17, 40, 26, 19, 22, 12]","[20, 44, 21, 32, 22, 26, 26, 41, 23]","[10, 12, 13, 13, 10, 11, 18, 13, 12]","[4, 7, 6, 14, 21, 17, 13, 17, 31]","[84, 81, 90, 76, 93, 80, 76, 93, 78]",43,254,255,112,130,19,UK
8,"[0, 1, 0, 1, 0, 0, 1, 1, 2]",161,"[50, 16, 50, 18, 38, 26, 22, 16, 18]","[25, 44, 17, 34, 22, 24, 31, 36, 22]","[12, 6, 11, 12, 16, 12, 8, 17, 18]","[8, 17, 8, 17, 9, 12, 22, 13, 24]","[95, 83, 86, 81, 85, 74, 83, 82, 82]",51,254,255,112,130,19,UK
9,"[0, 1, 0, 1, 0, 2, 1, 1, 2]",169,"[55, 16, 48, 20, 35, 18, 26, 16, 20]","[15, 50, 19, 31, 21, 27, 29, 43, 20]","[14, 8, 9, 14, 15, 13, 14, 10, 15]","[7, 18, 15, 17, 12, 18, 11, 11, 21]","[91, 92, 91, 82, 83, 76, 80, 80, 76]",46,254,255,112,130,19,UK
10,"[0, 1, 0, 2, 0, 1, 1, 1, 2]",184,"[55, 18, 54, 18, 36, 16, 18, 15, 24]","[19, 47, 21, 28, 19, 30, 34, 43, 14]","[7, 11, 10, 18, 11, 12, 10, 13, 20]","[12, 12, 7, 21, 12, 17, 13, 15, 21]","[93, 88, 92, 85, 78, 75, 75, 86, 79]",54,254,255,112,130,19,UK
11,"[0, 1, 0, 2, 0, 2, 1, 1, 2]",194,"[59, 9, 53, 22, 40, 18, 22, 17, 14]","[18, 63, 14, 24, 19, 25, 33, 39, 20]","[9, 14, 9, 15, 12, 13, 14, 8, 18]","[9, 5, 13, 14, 15, 20, 17, 11, 26]","[95, 91, 89, 75, 86, 76, 86, 75, 78]",70,254,255,112,130,19,UK
12,"[0, 1, 0, 2, 0, 2, 1, 1, 2]",203,"[65, 8, 51, 16, 37, 23, 19, 18, 17]","[11, 70, 14, 30, 16, 25, 29, 38, 22]","[8, 7, 13, 19, 12, 8, 10, 16, 19]","[13, 5, 19, 14, 18, 17, 16, 7, 21]","[97, 90, 97, 79, 83, 73, 74, 79, 79]",95,254,255,112,130,19,UK
13,"[0, 1, 0, 2, 0, 2, 1, 1, 2]",218,"[62, 12, 52, 20, 35, 14, 21, 22, 16]","[9, 80, 10, 19, 27, 21, 34, 32, 23]","[13, 6, 14, 17, 5, 18, 12, 9, 18]","[7, 8, 14, 16, 16, 22, 11, 13, 23]","[91, 106, 90, 72, 83, 75, 78, 76, 80]",87,254,255,112,130,19,UK
14,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",222,"[61, 10, 57, 14, 41, 22, 16, 21, 12]","[8, 75, 9, 32, 16, 31, 33, 24, 27]","[12, 6, 7, 19, 10, 13, 10, 22, 13]","[5, 6, 14, 16, 12, 19, 24, 9, 25]","[86, 97, 87, 81, 79, 85, 83, 76, 77]",97,254,255,112,130,19,UK
15,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",218,"[64, 9, 62, 23, 37, 16, 10, 17, 16]","[18, 74, 15, 23, 16, 23, 27, 29, 30]","[8, 11, 7, 11, 14, 12, 16, 16, 17]","[9, 11, 14, 15, 8, 21, 14, 16, 22]","[99, 105, 98, 72, 75, 72, 67, 78, 85]",89,254,255,112,130,19,UK
16,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",209,"[63, 10, 57, 16, 32, 20, 18, 23, 15]","[12, 73, 16, 22, 28, 26, 36, 22, 20]","[6, 2, 11, 19, 9, 17, 13, 16, 19]","[6, 8, 9, 20, 16, 20, 14, 15, 22]","[87, 93, 93, 77, 85, 83, 81, 76, 76]",101,254,255,112,130,19,UK
17,"[0, 1, 0, 2, 0, 0, 2, 2, 2]",201,"[62, 4, 56, 14, 41, 24, 21, 16, 16]","[13, 77, 18, 34, 24, 24, 19, 23, 23]","[9, 11, 8, 13, 8, 15, 18, 17, 13]","[12, 8, 10, 24, 10, 7, 13, 20, 26]","[96, 100, 92, 85, 83, 70, 71, 76, 78]",101,254,255,112,130,19,UK
18,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",215,"[63, 4, 59, 19, 41, 14, 22, 16, 16]","[14, 80, 20, 15, 22, 21, 25, 32, 26]","[10, 7, 5, 16, 13, 17, 21, 11, 12]","[4, 12, 8, 24, 11, 22, 14, 13, 22]","[91, 103, 92, 74, 87, 74, 82, 72, 76]",107,254,255,112,130,19,UK
19,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",239,"[61, 9, 62, 15, 33, 15, 23, 22, 14]","[13, 83, 18, 16, 26, 25, 16, 31, 27]","[13, 8, 10, 14, 9, 22, 11, 14, 11]","[9, 6, 6, 23, 11, 18, 16, 12, 29]","[96, 106, 96, 68, 79, 80, 66, 79, 81]",123,254,255,112,130,19,UK
20,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",252,"[56, 7, 63, 20, 35, 21, 19, 17, 16]","[11, 86, 16, 18, 28, 13, 23, 40, 20]","[9, 5, 12, 11, 9, 24, 19, 8, 15]","[12, 10, 6, 29, 15, 16, 13, 16, 13]","[88, 108, 97, 78, 87, 74, 74, 81, 64]",129,254,255,112,130,19,UK
21,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",256,"[59, 3, 60, 18, 42, 21, 22, 13, 16]","[11, 92, 9, 15, 20, 21, 24, 37, 26]","[5, 5, 14, 14, 8, 18, 10, 19, 19]","[21, 4, 8, 23, 12, 17, 17, 14, 14]","[96, 104, 91, 70, 82, 77, 73, 83, 75]",134,254,255,112,130,19,UK
22,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",267,"[65, 5, 60, 19, 44, 15, 19, 12, 15]","[14, 95, 10, 22, 19, 21, 22, 33, 19]","[9, 3, 15, 13, 13, 20, 14, 14, 11]","[9, 5, 10, 30, 11, 19, 14, 10, 22]","[97, 108, 95, 84, 87, 75, 69, 69, 67]",131,254,255,112,130,19,UK
23,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",269,"[63, 5, 59, 17, 47, 20, 8, 14, 21]","[10, 97, 13, 16, 14, 21, 30, 37, 17]","[5, 3, 4, 13, 10, 17, 25, 16, 19]","[7, 8, 13, 28, 16, 14, 10, 15, 19]","[85, 113, 89, 74, 87, 72, 73, 82, 76]",136,254,255,112,130,19,UK
24,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",267,"[65, 2, 59, 18, 48, 20, 13, 15, 14]","[16, 98, 16, 23, 16, 21, 21, 27, 17]","[7, 3, 12, 14, 9, 20, 23, 10, 14]","[10, 3, 12, 28, 17, 12, 12, 14, 22]","[98, 106, 99, 83, 90, 73, 69, 66, 67]",148,254,255,112,130,19,UK
25,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",263,"[63, 2, 66, 15, 50, 12, 15, 15, 16]","[13, 104, 11, 12, 13, 27, 20, 32, 23]","[10, 2, 11, 19, 10, 17, 14, 13, 16]","[12, 5, 6, 28, 11, 13, 13, 21, 21]","[98, 113, 94, 74, 84, 69, 62, 81, 76]",137,254,255,112,130,19,UK
26,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",274,"[67, 2, 64, 20, 39, 21, 15, 9, 17]","[9, 109, 17, 16, 20, 10, 23, 24, 27]","[6, 1, 7, 16, 12, 17, 21, 17, 15]","[11, 3, 8, 23, 12, 22, 19, 18, 14]","[93, 115, 96, 75, 83, 70, 78, 68, 73]",167,254,255,112,130,19,UK
27,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",284,"[66, 3, 64, 6, 42, 14, 22, 22, 15]","[14, 108, 15, 24, 13, 15, 24, 26, 16]","[5, 2, 10, 9, 15, 27, 20, 10, 14]","[12, 4, 5, 25, 18, 19, 13, 13, 21]","[97, 117, 94, 64, 88, 75, 79, 71, 66]",174,254,255,112,130,19,UK
28,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",296,"[68, 1, 71, 15, 45, 10, 14, 18, 12]","[10, 110, 17, 23, 7, 23, 19, 26, 20]","[5, 3, 4, 17, 16, 18, 20, 16, 13]","[5, 1, 11, 26, 15, 20, 20, 8, 24]","[88, 115, 103, 81, 83, 71, 73, 68, 69]",188,254,255,112,130,19,UK
29,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",301,"[75, 3, 77, 14, 38, 10, 14, 12, 11]","[9, 111, 11, 28, 12, 21, 18, 29, 16]","[10, 1, 6, 19, 9, 26, 15, 11, 15]","[13, 1, 8, 25, 21, 9, 15, 16, 22]","[107, 116, 102, 86, 80, 66, 62, 68, 64]",181,254,255,112,130,19,UK
30,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",313,"[70, 2, 78, 12, 44, 13, 13, 9, 13]","[9, 114, 5, 17, 14, 19, 13, 39, 25]","[13, 2, 5, 15, 11, 13, 14, 21, 18]","[7, 2, 11, 30, 11, 21, 21, 13, 14]","[99, 120, 99, 74, 80, 66, 61, 82, 70]",171,254,255,112,130,19,UK
31,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",315,"[76, 0, 75, 7, 46, 7, 18, 18, 7]","[14, 112, 9, 18, 13, 28, 19, 21, 21]","[5, 1, 8, 12, 12, 18, 15, 21, 20]","[5, 2, 6, 26, 12, 24, 20, 16, 19]","[100, 115, 98, 63, 83, 77, 72, 76, 67]",188,254,255,112,130,19,UK
32,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",310,"[74, 2, 76, 6, 45, 10, 10, 14, 17]","[8, 114, 10, 20, 15, 22, 20, 23, 23]","[8, 2, 11, 24, 8, 14, 14, 14, 17]","[11, 0, 10, 26, 11, 15, 24, 15, 18]","[101, 118, 107, 76, 79, 61, 68, 66, 75]",192,254,255,112,130,19,UK
33,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",309,"[71, 0, 77, 12, 45, 16, 9, 10, 14]","[8, 111, 10, 29, 17, 17, 19, 23, 21]","[7, 3, 3, 15, 14, 16, 18, 23, 13]","[9, 3, 7, 20, 11, 20, 21, 17, 22]","[95, 117, 97, 76, 87, 69, 67, 73, 70]",193,254,255,112,130,19,UK
34,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",305,"[72, 1, 79, 10, 43, 16, 16, 7, 10]","[9, 112, 10, 23, 12, 17, 25, 28, 19]","[13, 3, 3, 12, 11, 23, 12, 14, 21]","[8, 1, 11, 20, 17, 19, 15, 21, 18]","[102, 117, 103, 65, 83, 75, 68, 70, 68]",191,254,255,112,130,19,UK
35,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",308,"[76, 1, 79, 5, 46, 8, 14, 15, 10]","[6, 113, 10, 25, 19, 23, 24, 18, 17]","[6, 2, 7, 13, 13, 20, 20, 13, 18]","[4, 0, 8, 32, 5, 21, 17, 18, 25]","[92, 116, 104, 75, 83, 72, 75, 64, 70]",194,254,255,112,130,19,UK
36,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",313,"[74, 0, 77, 10, 43, 13, 16, 9, 12]","[5, 109, 10, 18, 17, 24, 26, 29, 17]","[11, 3, 6, 15, 17, 15, 13, 11, 21]","[6, 2, 5, 26, 10, 15, 16, 22, 28]","[96, 114, 98, 69, 87, 67, 71, 71, 78]",203,254,255,112,130,19,UK
37,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",316,"[76, 1, 78, 8, 42, 13, 11, 14, 11]","[11, 111, 9, 19, 18, 20, 27, 18, 22]","[4, 2, 9, 14, 8, 23, 17, 18, 17]","[5, 1, 5, 38, 12, 15, 19, 17, 18]","[96, 115, 101, 79, 80, 71, 74, 67, 68]",221,254,255,112,130,19,UK
38,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",324,"[73, 4, 74, 15, 45, 7, 13, 13, 10]","[13, 109, 13, 11, 17, 18, 23, 26, 25]","[7, 4, 6, 13, 5, 21, 22, 18, 16]","[8, 2, 6, 32, 12, 26, 13, 12, 19]","[101, 119, 99, 71, 79, 72, 71, 69, 70]",198,254,255,112,130,19,UK
39,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",319,"[75, 0, 75, 10, 44, 10, 16, 12, 12]","[12, 110, 9, 22, 14, 16, 18, 28, 26]","[7, 1, 6, 12, 9, 22, 27, 18, 10]","[5, 4, 8, 31, 13, 18, 18, 15, 18]","[99, 115, 98, 75, 80, 66, 79, 73, 66]",208,254,255,112,130,19,UK
40,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",319,"[74, 1, 72, 15, 42, 12, 10, 12, 16]","[14, 111, 7, 16, 21, 25, 20, 20, 21]","[9, 1, 9, 7, 9, 21, 20, 16, 20]","[6, 2, 12, 29, 15, 20, 17, 11, 18]","[103, 115, 100, 67, 87, 78, 67, 59, 75]",211,254,255,112,130,19,UK
41,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",329,"[75, 0, 73, 11, 46, 13, 10, 16, 10]","[10, 113, 12, 23, 12, 20, 24, 26, 15]","[10, 2, 8, 8, 13, 26, 13, 18, 14]","[3, 1, 5, 37, 11, 12, 19, 17, 25]","[98, 116, 98, 79, 82, 71, 66, 77, 64]",230,254,255,112,130,19,UK
42,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",342,"[73, 0, 72, 8, 45, 18, 13, 14, 11]","[11, 114, 14, 10, 14, 22, 28, 21, 21]","[6, 0, 6, 10, 12, 27, 24, 15, 12]","[4, 1, 4, 41, 16, 14, 15, 13, 22]","[94, 115, 96, 69, 87, 81, 80, 63, 66]",227,254,255,112,130,19,UK
43,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",345,"[76, 1, 71, 10, 45, 9, 11, 21, 10]","[20, 114, 12, 21, 13, 20, 12, 27, 16]","[5, 0, 8, 16, 8, 27, 20, 14, 14]","[6, 3, 5, 38, 13, 14, 13, 11, 27]","[107, 118, 96, 85, 79, 70, 56, 73, 67]",231,254,255,112,130,19,UK
44,"[0, 1, 0, 2, 0, 2, 2, 1, 2]",356,"[77, 0, 71, 6, 46, 14, 15, 14, 11]","[11, 114, 15, 13, 21, 18, 19, 29, 15]","[4, 2, 9, 10, 13, 22, 27, 7, 18]","[7, 1, 6, 43, 5, 13, 18, 17, 20]","[99, 117, 101, 72, 85, 67, 79, 67, 64]",239,254,255,112,130,19,UK
45,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",354,"[78, 0, 74, 8, 47, 15, 8, 12, 12]","[8, 116, 11, 20, 19, 13, 22, 23, 23]","[8, 1, 7, 12, 10, 25, 21, 17, 11]","[6, 1, 4, 40, 10, 14, 15, 17, 23]","[100, 118, 96, 80, 86, 67, 66, 69, 69]",237,254,255,112,130,19,UK
46,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",368,"[78, 0, 74, 13, 47, 7, 11, 14, 10]","[6, 116, 8, 21, 20, 15, 26, 24, 19]","[4, 0, 5, 12, 10, 33, 21, 13, 14]","[9, 1, 5, 32, 7, 17, 16, 18, 25]","[97, 117, 92, 78, 84, 72, 74, 69, 68]",245,254,255,112,130,19,UK
47,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",370,"[80, 1, 73, 5, 43, 6, 16, 17, 13]","[7, 117, 18, 20, 16, 14, 21, 23, 19]","[7, 1, 4, 8, 12, 29, 21, 15, 15]","[5, 1, 2, 38, 8, 14, 13, 22, 27]","[99, 120, 97, 71, 79, 63, 71, 77, 74]",251,254,255,112,130,19,UK
48,"[0, 1, 0, 2, 0, 2, 2, 2, 2]",366,"[80, 0, 74, 11, 42, 12, 8, 15, 12]","[6, 116, 14, 21, 20, 25, 20, 18, 15]","[4, 0, 8, 16, 13, 30, 12, 16, 13]","[5, 2, 6, 35, 12, 14, 13, 17, 26]","[95, 118, 102, 83, 87, 81, 53, 66, 66]",255,254,255,112,130,19,UK
49,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",376,"[80, 1, 76, 6, 52, 10, 10, 6, 13]","[11, 116, 12, 21, 9, 16, 31, 24, 15]","[6, 0, 6, 14, 12, 29, 14, 17, 14]","[3, 2, 5, 34, 13, 15, 17, 18, 23]","[100, 119, 99, 75, 86, 70, 72, 65, 65]",266,254,255,112,130,19,UK
50,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",384,"[81, 0, 74, 8, 42, 12, 11, 15, 11]","[9, 118, 12, 19, 12, 13, 29, 20, 23]","[4, 0, 5, 11, 10, 31, 14, 27, 10]","[7, 0, 5, 40, 11, 22, 12, 12, 21]","[101, 118, 96, 78, 75, 78, 66, 74, 65]",269,254,255,112,130,19,UK
51,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",391,"[80, 0, 75, 9, 52, 9, 7, 10, 12]","[9, 116, 11, 21, 13, 13, 40, 16, 16]","[7, 0, 6, 12, 9, 31, 9, 27, 11]","[3, 1, 6, 37, 14, 21, 16, 13, 19]","[99, 117, 98, 79, 88, 74, 72, 66, 58]",262,254,255,112,130,19,UK
52,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",397,"[80, 0, 77, 8, 53, 8, 9, 9, 10]","[6, 115, 13, 17, 14, 15, 34, 18, 23]","[5, 0, 5, 22, 9, 26, 13, 18, 14]","[8, 0, 5, 37, 8, 20, 12, 21, 19]","[99, 115, 100, 84, 84, 69, 68, 66, 66]",256,254,255,112,130,19,UK
53,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",388,"[78, 0, 77, 6, 52, 14, 8, 11, 8]","[7, 117, 4, 15, 14, 23, 38, 14, 23]","[4, 1, 7, 15, 14, 30, 11, 15, 15]","[7, 1, 8, 39, 6, 9, 15, 23, 22]","[96, 119, 96, 75, 86, 76, 72, 63, 68]",257,254,255,112,130,19,UK
54,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",389,"[82, 0, 78, 5, 53, 12, 8, 11, 5]","[14, 117, 12, 11, 6, 19, 34, 23, 19]","[4, 1, 6, 18, 13, 19, 17, 18, 16]","[3, 1, 7, 47, 10, 21, 12, 9, 20]","[103, 119, 103, 81, 82, 71, 71, 61, 60]",261,254,255,112,130,19,UK
55,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",399,"[81, 1, 77, 9, 54, 10, 8, 7, 7]","[5, 117, 12, 12, 11, 18, 42, 17, 21]","[6, 0, 7, 13, 6, 25, 15, 16, 24]","[3, 2, 2, 43, 16, 20, 10, 16, 18]","[95, 120, 98, 77, 87, 73, 75, 56, 70]",269,254,255,112,130,19,UK
56,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",409,"[84, 0, 76, 3, 51, 6, 10, 9, 15]","[9, 117, 10, 19, 11, 10, 41, 18, 20]","[5, 0, 5, 14, 12, 35, 11, 14, 16]","[2, 1, 6, 43, 8, 25, 6, 23, 16]","[100, 118, 97, 79, 82, 76, 68, 64, 67]",279,254,255,112,130,19,UK
57,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",409,"[81, 0, 78, 5, 54, 11, 7, 7, 11]","[9, 117, 9, 13, 10, 14, 44, 22, 17]","[9, 0, 5, 16, 12, 24, 7, 18, 21]","[5, 1, 7, 44, 9, 19, 17, 12, 16]","[104, 118, 99, 78, 85, 68, 75, 59, 65]",264,254,255,112,130,19,UK
58,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",412,"[80, 0, 78, 5, 52, 9, 6, 16, 8]","[6, 117, 10, 12, 16, 13, 47, 20, 14]","[6, 0, 5, 18, 12, 26, 10, 18, 17]","[9, 0, 9, 47, 8, 20, 10, 14, 13]","[101, 117, 102, 82, 88, 68, 73, 68, 52]",271,254,255,112,130,19,UK
59,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",410,"[81, 0, 75, 13, 53, 10, 4, 11, 7]","[8, 118, 8, 12, 12, 13, 47, 14, 23]","[4, 2, 5, 9, 10, 31, 14, 21, 16]","[3, 1, 6, 45, 12, 24, 9, 12, 18]","[96, 121, 94, 79, 87, 78, 74, 58, 64]",278,254,255,112,130,19,UK
60,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",413,"[79, 0, 78, 7, 54, 10, 10, 7, 9]","[6, 117, 9, 13, 10, 20, 44, 18, 18]","[8, 0, 4, 10, 7, 30, 14, 12, 27]","[2, 0, 8, 41, 8, 16, 13, 24, 18]","[95, 117, 99, 71, 79, 76, 81, 61, 72]",270,254,255,112,130,19,UK
61,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",418,"[81, 0, 80, 7, 54, 5, 8, 11, 8]","[9, 117, 14, 17, 16, 11, 46, 13, 12]","[6, 0, 5, 12, 12, 27, 12, 18, 20]","[6, 1, 7, 37, 8, 25, 14, 10, 22]","[102, 118, 106, 73, 90, 68, 80, 52, 62]",276,254,255,112,130,19,UK
62,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",430,"[83, 0, 79, 8, 53, 4, 7, 13, 7]","[6, 116, 10, 21, 8, 11, 50, 12, 21]","[2, 1, 6, 11, 10, 29, 10, 25, 18]","[6, 1, 4, 43, 9, 27, 9, 12, 19]","[97, 118, 99, 83, 80, 71, 76, 62, 65]",304,254,255,112,130,19,UK
63,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",431,"[80, 0, 79, 6, 55, 9, 8, 10, 7]","[11, 118, 9, 14, 14, 10, 47, 14, 18]","[5, 1, 5, 15, 4, 32, 18, 17, 15]","[7, 0, 2, 39, 14, 19, 10, 19, 20]","[103, 119, 95, 74, 87, 70, 83, 60, 60]",284,254,255,112,130,19,UK
64,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",429,"[82, 0, 84, 8, 56, 5, 5, 4, 10]","[7, 119, 8, 13, 13, 13, 50, 19, 13]","[5, 0, 6, 12, 10, 28, 13, 22, 16]","[4, 0, 5, 46, 10, 23, 4, 17, 21]","[98, 119, 103, 79, 89, 69, 72, 62, 60]",317,254,255,112,130,19,UK
65,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",433,"[86, 0, 78, 5, 54, 6, 5, 8, 12]","[10, 116, 8, 12, 14, 11, 51, 17, 16]","[3, 3, 5, 10, 12, 29, 10, 23, 17]","[13, 0, 5, 46, 4, 27, 6, 18, 11]","[112, 119, 96, 73, 84, 73, 72, 66, 56]",310,254,255,112,130,19,UK
66,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",437,"[82, 0, 80, 9, 54, 7, 8, 8, 6]","[9, 116, 5, 16, 9, 16, 49, 12, 23]","[8, 1, 5, 10, 9, 29, 13, 20, 17]","[5, 0, 6, 52, 6, 19, 10, 13, 19]","[104, 117, 96, 87, 78, 71, 80, 53, 65]",308,254,255,112,130,19,UK
67,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",432,"[81, 0, 81, 6, 56, 8, 5, 8, 9]","[9, 115, 7, 7, 9, 14, 60, 17, 17]","[6, 3, 8, 13, 12, 23, 8, 23, 16]","[1, 0, 4, 48, 7, 33, 14, 7, 16]","[97, 118, 100, 74, 84, 78, 87, 55, 58]",310,254,255,112,130,19,UK
68,"[0, 1, 0, 2, 0, 2, 1, 2, 2]",441,"[81, 2, 81, 8, 51, 12, 5, 5, 9]","[11, 116, 2, 12, 8, 15, 56, 13, 22]","[6, 0, 7, 13, 12, 21, 12, 22, 19]","[6, 1, 5, 52, 7, 24, 7, 17, 11]","[104, 119, 95, 85, 78, 72, 80, 57, 61]",299,254,255,112,130,19,UK
